861353,633679,152342,75626,87711,73702,52307,47659,41120,30704,922171,626366,158806,84672,96466,45547,36585,32362,28140,991119,655847,159501,81383,58957,54717,40605,44052,948618,564717,146636,84070,77249,57449,30476,924001,549576,146816,95139,70952,41384,1013660,583646,151857,97319,81417,1149882,1207479,253222,133345,1128650,718860,191546,988812,729805,955454
922171,626366,158806,84672,96466,45547,36585,32362,28140,19641,991119,655847,159501,81383,58957,54717,40695,44052,28421,948618,564717,146636,84070,77249,57449,30476,37043,924001,549576,146816,95139,70952,41384,39575,1013660,983646,151857,97539,81417,54548,1149882,1207479,253222,133345,87138,1128660,718860,191546,106730,986812,729805,209716,955454,626162,921818
991119,655847,159501,81383,58957,54717,40695,44052,28421,23789,948618,564717,146636,84070,77249,57449,30476,37043,30552,924001,549576,146816,95139,70952,41384,39575,34394,1013660,583646,151857,97539,81417,54548,49247,1149882,1207479,253222,133345,87138,67802,1128650,718860,191546,106730,87296,986812,729805,209716,99565,955454,626162,199320,921818,611309,1126346
948618,564717,146636,84070,77249,57449,30476,37043,30552,41791,924001,549576,146816,95139,70952,41384,39575,34394,33251,1013660,583646,151857,97539,81417,54548,49247,52274,1149882,1207479,253222,133345,87138,67802,54208,1128650,718860,191546,106730,87296,66097,986812,729805,209716,99565,72943,955454,626162,199320,85108,921818,611309,160641,1126346,733902,959968
923497,548478,145551,91217,63063,33159,31949,26890,31617,21926,1013200,582035,150593,93819,74110,45133,41279,49443,24886,1149386,1206355,250818,128495,79777,58921,51160,71113,1128035,716504,189595,103172,82304,60972,53646,986414,728652,207696,96034,76801,71224,955156,626143,197659,89326,82058,922488,610618,171095,90408,1129714,786155,246569,1060525,805116,1260842
1015383,1135216,357849,160587,77241,37648,30336,17674,13688,6996,968604,974378,291445,115541,51019,25636,25334,10328,10583,852693,843862,246919,83942,36922,18449,17365,7815,712021,703019,207957,69480,30245,16682,15002,644834,716729,170453,61876,26786,15758,616322,661039,164410,57638,25545,624550,626769,163020,54463,825477,804470,222665,794982,731456,790158
968604,974378,291445,115541,51019,25636,25334,10327,10583,7946,852693,843862,246919,83942,36922,18449,17365,7815,7426,712021,703019,207957,69480,30245,16682,15002,9004,644834,716729,170453,61876,26786,15758,12205,616322,661039,164410,57638,25545,14817,624550,626769,163020,54463,23577,825477,804470,222665,74233,794982,731456,197435,790158,733082,811759
852693,843862,246919,83942,36922,18449,17365,7815,7426,6483,712021,703019,207957,69480,30245,16682,15002,9004,5717,644834,716729,170453,61876,26786,15758,12205,6610,616322,661039,164410,57638,25545,14817,10839,624550,626769,163020,54463,23577,20614,825477,804470,222665,74233,46066,794982,731456,197435,86221,790158,733082,204628,811759,781759,909858
712021,703019,207957,69480,30245,16682,15002,9004,5717,5050,644834,716729,170453,61876,26786,15758,12205,6610,6980,616322,661039,164410,57638,25545,14817,10839,8154,624550,626769,163020,54463,23577,20614,11702,825477,804470,222665,74233,46066,28020,794982,731456,197435,86221,41691,790158,733082,204628,82031,811759,781759,204337,909858,833486,686536
644834,716729,170453,61876,26786,15758,12205,6610,6980,4755,616322,661039,164410,57638,25545,14817,10839,8154,6042,624550,626769,163020,54463,23577,20614,11702,10036,825477,804470,222665,74233,46066,28020,22365,794982,731456,197435,86221,41691,29971,790158,733082,204628,82031,46589,811759,781759,204337,74055,909858,833486,245153,686536,660074,736798
616325,661061,164421,57638,25545,14817,10839,8154,6042,7656,624550,626769,163020,54463,23577,20614,11702,10036,5913,825477,804470,222665,74233,46066,28020,22366,18699,794982,731456,197435,86221,41691,29971,24454,790158,733082,204628,82031,46589,29264,811759,781759,204337,74055,44721,909858,833486,245153,82256,686536,660074,159356,736798,702861,853490
624550,626769,163020,54463,23577,20614,11702,10036,5912,5629,825477,804470,222665,74233,46066,28020,22366,18699,12085,794982,731456,197435,86221,41691,29971,24454,19351,790158,733082,204628,82031,46589,29264,20547,811759,781759,204337,74055,44721,27705,909858,833486,245153,82256,36566,686536,660080,159356,63290,736798,702861,193885,853490,794987,1047501
825477,804470,222665,74233,46066,28020,22366,18699,12085,6379,794982,731456,197435,86221,41691,29971,24454,19351,9918,790157,733082,204628,82031,46589,29264,20547,16628,811759,781759,204337,74055,44721,27705,20768,909858,833486,245153,82256,36566,26823,686536,660080,159356,63290,31615,736798,702861,193885,73336,853490,794987,212765,1047501,1229193,1030940
643544,219036,69458,36957,35244,20194,11038,2160,1122,-562,647992,223559,53529,49371,39562,14697,4480,7546,639,763633,224783,67257,43349,34689,28561,16562,18883,832923,303024,76697,43550,43888,27930,12747,844552,237168,56321,59909,84797,31583,786078,246512,71878,60270,48923,783729,259197,66554,53086,740964,252497,77625,648451,284094,597322
647992,223559,53529,49371,39562,14697,4480,7546,639,4455,763633,224783,67257,43349,34689,28561,16562,18883,3663,832923,303024,76697,43550,43888,27930,12747,10991,844552,237168,56321,59909,84797,31583,27574,786078,246512,71878,60270,48923,35613,783729,259197,66554,53086,47964,740964,252497,77625,51261,648451,284094,91011,597322,217014,663896
763633,224783,67257,43349,34689,28561,16562,18883,3663,4345,832923,303024,76697,43550,43888,27930,12747,10991,1701,844552,237168,56321,59909,84797,31583,27574,6104,786078,246512,71878,60270,48923,35632,16672,783729,259197,66554,53086,47964,46894,740964,252497,77625,51735,51071,648451,284094,90844,59521,597322,217094,76327,663896,247633,757007
833742,302406,76761,43618,43889,27930,12747,11006,1708,5575,845386,236329,56241,59892,84725,31583,27574,6104,8938,786078,246514,71959,60287,48959,35632,16672,11049,783729,259197,66554,52958,47962,46894,20146,740964,252497,77625,51862,51073,45617,648451,284094,90844,59521,115035,597322,217094,76327,49616,663896,247633,75409,757007,235908,790752
775339,320703,61670,25644,17049,13369,7244,4109,3299,1897,803836,295747,58498,26910,15639,9188,5874,3696,1245,861177,326582,62128,27641,15374,12530,7580,2397,832228,301202,54487,27407,12902,10268,5933,845424,317650,64515,29587,22182,9836,891804,330073,60962,33915,18366,898086,344680,69127,31414,968189,364593,99689,917796,424157,977537
803836,295747,58498,26910,15639,9188,5874,3481,914,6390,861177,326582,62128,27641,15374,12530,7314,1963,2893,832228,301202,54487,27407,12902,9890,5267,3008,845424,317650,64515,29587,21584,8895,10381,891804,330073,60962,32900,16898,11428,898088,344706,66972,28778,20312,968189,345135,94722,39435,881844,411439,94402,939366,422162,1047526
861177,326582,62128,27641,15374,12530,7580,2130,2783,335,832228,301202,54487,27407,12902,10268,5555,2780,648,845424,317650,64515,29587,22182,9238,10009,3021,891804,330073,60962,33915,17351,10951,7178,898088,344707,69128,29258,19147,10103,968196,364593,80231,36806,23258,917797,388202,87222,44592,976474,397439,88979,1090024,426780,1043412
832228,301202,54487,27407,12902,10268,5555,2780,648,-4697,845424,317650,64515,29587,22182,9238,10009,3021,1555,891804,330073,60962,33915,17351,10951,7178,4395,898088,344707,69128,29258,19147,10103,6066,968196,364593,80231,36806,23258,9808,917799,388202,87222,44592,23462,976834,398092,88976,41039,1090030,426848,95873,1042630,410929,865431
845424,317650,64515,29587,22182,9238,10009,3021,1661,2874,891804,330073,60962,33915,17351,10951,7178,4473,1913,898088,344707,69128,29258,19147,10103,6748,3242,968196,364593,80231,36806,23258,9472,9480,917799,388202,87222,44592,23246,18630,976839,398101,88977,42431,33985,1090029,426848,92364,48987,1042639,424182,94733,862204,339895,946541
891804,330073,60963,33915,17351,10951,7178,4473,1899,1794,898088,344707,69128,29258,19147,10103,6748,3216,2084,968196,364593,80231,36806,23258,9472,9411,6246,917799,388202,87222,44592,23246,18495,12449,976839,398101,88977,42431,33739,18288,1090040,426848,92365,48627,30124,1042651,424186,94048,48910,861701,337524,74366,944314,386749,878844
898088,344707,69128,29258,19147,10103,6748,3216,2095,1595,968196,364593,80231,36806,23258,9472,9411,6276,4538,917799,388202,87222,44592,23246,18495,12508,4410,976839,398101,88977,42431,33739,18375,9019,1090040,426848,92365,48627,30267,20404,1042651,424150,94043,49137,28065,861689,337523,74718,42413,944325,388491,87168,878140,396597,916767
968196,364593,80231,36806,23258,9472,9411,6276,4520,2959,917799,388202,87222,44592,23246,18495,12508,4392,8545,976839,398101,88977,42431,33739,18375,8981,8550,1090040,426848,92365,48627,30267,20322,12510,1042651,424150,94043,49137,27951,27457,861690,337523,74718,42243,27520,944330,388503,86822,43664,878151,395082,92635,913106,419734,942378
3117470,1089861,219331,100080,69300,46827,31525,24438,35358,22490,2952315,1147755,228539,102184,56561,46375,33857,25869,23875,2738747,1154843,227415,121549,66458,41691,42753,32205,2812327,1159255,219341,105040,55798,44261,33525,2736159,1094518,223821,104703,67613,51182,2587319,1030895,228556,113685,74673,3122559,1339944,272555,130142,2361447,1072100,232718,2529763,1047565,2506426
2952315,1147755,228539,102184,56561,46375,33857,25869,23875,26806,2738747,1154843,227415,121549,66458,41691,42753,32205,24904,2812327,1159255,219341,105040,55798,44261,33525,33334,2736159,1094518,223821,104703,67613,51182,32681,2587319,1030895,228556,113685,74673,38814,3122559,1339944,272555,130142,77441,2361447,1072100,232718,99869,2529761,1047560,220890,2506382,1133766,2618520
2738747,1154843,227415,121549,66458,41691,42753,32205,24904,19414,2812327,1159255,219341,105040,55798,44261,33525,33334,19765,2736159,1094518,223821,104703,67613,51182,32681,23017,2587319,1030895,228556,113685,74673,38814,33639,2122559,1339944,272555,130142,77441,52111,2361447,1072100,232718,99869,64428,2529761,1047560,220890,105652,2506382,1133766,264603,2618520,1247570,2777896
2812322,1159239,219340,105038,55798,44261,33525,33334,19765,25127,2736154,1094505,223817,104688,67612,51181,32681,23018,33503,2587361,1030883,228547,113684,74670,38813,33597,23681,3122553,1339935,272549,130142,77438,52106,43610,2361443,1072094,232712,99870,64428,46020,2529752,1047549,220886,105626,73473,2506380,1133763,264604,108313,2618515,1247557,288079,2777885,1285383,2784630
2736154,1094505,223817,104688,67612,51181,32681,23018,33503,21013,2587361,1030883,228547,113684,74670,38813,33597,23681,20641,3122553,1339935,272549,130142,77438,52106,43610,25087,2361443,1072094,232712,99870,64428,46020,25140,2529752,1047549,220886,105626,73473,45023,2506380,1133763,264604,108313,82624,2618515,1247557,288079,115978,2777885,1285383,316969,2784630,1385262,2546636
2587361,1030883,228547,113684,74670,38813,33597,23681,20641,20581,3122553,1339935,272549,130142,77438,52106,43610,25087,27591,2361443,1072094,232712,99870,64428,46020,25140,20999,2529752,1047549,220886,105626,73473,45023,39583,2506380,1133763,264604,108313,82624,61202,2618515,1247557,288079,115978,76107,2777885,1285383,316969,127994,2784630,1385262,312449,2546636,1135603,3035021
3122553,1339935,272549,130142,77438,52106,43610,25087,27591,19363,2361443,1072094,232713,99869,64428,46020,25140,20999,28206,2529752,1047549,220886,105626,73473,45023,39583,35230,2506380,1133763,264604,108313,82624,61202,36731,2618515,1247557,288079,115978,76107,46568,2777885,1285383,316969,127994,90188,2784630,1385262,312449,127576,2546636,1135603,282252,3035021,1721056,2926981
2361443,1072094,232713,99869,64428,46020,25140,20999,28206,23165,2529752,1047549,220886,105626,73473,45023,39583,35230,21359,2506380,1133763,264604,108313,82624,61202,36731,34652,2618515,1247557,288079,115978,76107,46568,31233,2777885,1285383,316969,127994,90188,45687,2784630,1385262,312449,127576,72758,2546636,1135603,282252,145410,3035021,1721056,477107,2926981,1577413,3314306
2529752,1047549,220886,105626,73473,45023,39583,35230,21359,21918,2506380,1133763,264604,108313,82624,61202,36731,34652,19707,2618515,1247557,288079,115978,76107,46568,31233,24346,2777885,1285383,316969,127994,90188,45687,36088,2784630,1385262,312449,127576,72758,44110,2546636,1135603,282252,145410,68993,3035021,1721056,477107,204346,2926981,1577413,393323,3314306,2051820,3486816
571887,310459,49998,20268,16915,18855,7327,9541,13560,9740,517319,302544,45857,16986,12564,12279,19373,9236,6016,737736,359369,53159,26793,19174,11213,11671,16173,713104,374137,57080,25910,15757,15552,11222,668535,344693,60947,38178,25358,24382,697224,371880,57662,27172,21147,720064,451394,64494,32437,550628,336193,48099,535345,302832,749546
737831,360566,54772,28311,20278,11376,11832,19981,5110,6386,713293,375550,58509,27576,17773,14513,14625,9273,8100,668627,345521,62735,39905,26162,24520,27445,12309,697353,373030,59430,28775,24842,19991,17620,720398,452259,65996,52269,20430,10251,550723,337199,49909,27702,22154,535452,303867,60566,31142,749831,358576,60497,554342,512247,594302
713293,375550,58509,27535,17715,14569,14937,9187,8224,18003,668627,345498,62639,39874,26162,24520,28225,12309,7592,697353,373030,59352,28680,25132,20000,18019,8499,720398,452259,65996,54120,20531,10331,11539,550723,337199,49909,27698,22154,17719,535452,303867,60566,30820,17217,749831,358576,60389,34185,554342,513170,129094,597697,357770,590691
668627,345498,62639,39874,26162,24520,28225,12309,7592,4793,697353,373030,59352,28680,25132,20000,18019,8499,9222,720398,452259,65996,54120,20531,10331,11571,8303,550723,337199,49909,27698,22154,17656,9594,535452,303867,60566,30820,17195,13907,749831,358576,60389,34200,20123,554342,513170,129111,51620,597697,357680,72300,590786,457165,657408
697353,373030,59352,28680,25132,20000,18019,8499,9222,11760,720398,452259,65996,54120,20531,10331,11571,8303,17962,550723,337199,49909,27698,22154,17656,9594,14310,535452,303867,60566,30820,17195,13907,8232,749831,358576,60389,34200,20114,41816,554342,513170,129111,51620,37763,597697,357680,72300,43169,590786,457447,94250,655939,497668,584760
720398,452259,65996,54120,20531,10332,11572,8387,17964,6355,550723,337199,49909,27698,22154,17656,9904,14325,14126,535452,303867,60566,30820,17195,13907,8232,17212,749831,358576,60389,34200,20134,41837,39221,554342,513170,129111,51620,37736,27360,597697,357680,72300,43187,35749,590786,457447,94368,45333,655939,437518,132043,594920,488031,781126
550723,337199,49909,27698,22154,17656,9904,14325,14126,18585,535452,303867,60566,30820,17195,13907,8232,17216,9817,749831,358576,60389,34200,20114,41817,39205,35228,554342,513170,129111,51620,37776,27373,34314,597697,357680,72300,43187,35272,39411,590786,457447,94368,45412,36002,655939,437519,112251,41505,594920,488032,79766,761910,658028,610911
614126,142865,21171,11143,6816,2904,1198,482,257,255,623979,143005,23279,10232,5611,1834,982,1050,632,636386,147359,23324,9399,4945,2268,656,136,623146,140265,22722,8944,3500,2018,735,612445,139520,21552,7739,3086,1042,600809,130799,17404,7595,3379,604032,131580,23221,12968,612302,136222,21116,627260,144237,650187
623979,143005,23279,10232,5611,1834,982,1050,632,399,636386,147359,23324,9399,4945,2268,656,136,560,623146,140265,22722,8944,3500,2018,735,341,612445,139520,21552,7739,3086,1042,1179,600809,130799,17404,7595,3379,1734,604032,131580,23221,12958,6191,612302,136222,21116,13002,627260,144237,24645,650187,152603,696722
636386,147359,23324,9399,4945,2268,656,136,560,7,623146,140265,22722,8944,3500,2018,735,341,150,612445,139520,21552,7739,3086,1042,1179,530,600809,130799,17404,7595,3379,1734,1279,604032,131580,23221,12958,6191,4054,612302,136222,21116,13002,7145,627260,144237,24645,14500,650187,152603,25209,696722,169471,551191
623146,140265,22722,8944,3500,2018,735,341,150,38,612445,139520,21552,7739,3086,1042,1179,530,333,600809,130799,17404,7595,3379,1734,1279,879,604032,131580,23221,12958,6191,4054,5322,612302,136222,21116,13002,7145,3071,627260,144237,24645,14500,6674,650187,152603,25209,12231,696722,169471,27551,551191,137111,679522
612445,139520,21552,7739,3086,1042,1179,530,333,207,600809,130799,17404,7595,3379,1734,1279,879,537,604032,131580,23221,12958,6191,4054,5322,1575,612302,136222,21116,13002,7145,3071,3270,627260,144237,24645,14500,6674,5788,650187,152603,25209,12231,6387,696722,169471,27551,16342,551191,137111,21326,679522,177784,737813
600809,130799,17404,7595,3379,1734,1279,879,537,415,604032,131580,23221,12958,6191,4054,5322,1575,2403,612302,136222,21116,13002,7145,3071,3270,2010,627260,144237,24645,14500,6674,5788,4052,650187,152603,25209,12231,6387,6567,696722,169471,27551,16342,8885,551191,137111,21326,11113,679522,177784,23980,737813,220933,841576
140,566,274,210,179,31,186,47,1,0,4458,8803,2916,841,637,277,574,861,124,14926,10800,3645,1662,1155,658,360,368,14094,14697,4002,1814,1367,525,213,23048,13831,4891,2044,1181,966,12623,12070,4318,2242,1955,10771,9983,4435,2454,8643,8773,4101,9284,7603,6444
